imcraRegion,yearStart,yearEnd,griisStatus,recordCount,speciesCount
WA South Coast,1996,2000,Introduced,43,36
WA South Coast,1996,2000,Native,2832,557
WA South Coast,2001,2005,Introduced,21,15
WA South Coast,2001,2005,Invasive,1,1
WA South Coast,2001,2005,Native,3782,903
WA South Coast,2006,2010,Introduced,4,4
WA South Coast,2006,2010,Native,3168,469
WA South Coast,2011,2015,Introduced,1,1
WA South Coast,2011,2015,Native,3390,480
WA South Coast,2016,2020,Introduced,10,6
WA South Coast,2016,2020,Native,8587,653
Wellesley,1900,1970,Introduced,2,2
Wellesley,1900,1970,Invasive,1,1
Wellesley,1900,1970,Native,1036,494
Wellesley,1971,1975,Native,181,113
Wellesley,1976,1980,Native,356,145
Wellesley,1981,1985,Introduced,2,2
Wellesley,1981,1985,Native,711,213
Wellesley,1986,1990,Native,723,316
Wellesley,1991,1995,Native,63,26
Wellesley,1996,2000,Native,9948,415
Wellesley,2001,2005,Introduced,6,5
Wellesley,2001,2005,Invasive,1,1
Wellesley,2001,2005,Native,1941,486
Wellesley,2006,2010,Invasive,2,1
Wellesley,2006,2010,Native,2425,205
Wellesley,2011,2015,Native,854,119
West Cape York,1900,1970,Introduced,4,4
West Cape York,1900,1970,Native,2932,1124
West Cape York,1971,1975,Introduced,3,2
West Cape York,1971,1975,Invasive,1,1
West Cape York,1971,1975,Native,825,379
West Cape York,1976,1980,Introduced,1,1
West Cape York,1976,1980,Native,2051,717
West Cape York,1981,1985,Introduced,1,1
West Cape York,1981,1985,Native,1620,628
West Cape York,1986,1990,Introduced,5,3
West Cape York,1986,1990,Native,13862,719
West Cape York,1991,1995,Introduced,1,1
West Cape York,1991,1995,Invasive,2,1
West Cape York,1991,1995,Native,24842,520
West Cape York,1996,2000,Introduced,10,10
West Cape York,1996,2000,Invasive,1,1
West Cape York,1996,2000,Native,7308,608
West Cape York,2001,2005,Introduced,10,6
West Cape York,2001,2005,Invasive,5,2
West Cape York,2001,2005,Native,2580,495
West Cape York,2006,2010,Introduced,6,4
West Cape York,2006,2010,Invasive,3,1
West Cape York,2006,2010,Native,1504,346
West Cape York,2011,2015,Introduced,2,1
West Cape York,2011,2015,Native,1932,260
West Cape York,2016,2020,Introduced,1,1
West Cape York,2016,2020,Native,1683,259
Wet Tropic Coast,1900,1970,Introduced,28,19
Wet Tropic Coast,1900,1970,Invasive,3,2
Wet Tropic Coast,1900,1970,Native,8443,3186
Wet Tropic Coast,1971,1975,Introduced,16,11
Wet Tropic Coast,1971,1975,Invasive,6,2
Wet Tropic Coast,1971,1975,Native,2698,1314
Wet Tropic Coast,1976,1980,Introduced,6,4
Wet Tropic Coast,1976,1980,Native,3430,1258
Wet Tropic Coast,1981,1985,Introduced,2,2
Wet Tropic Coast,1981,1985,Native,2450,972
Wet Tropic Coast,1986,1990,Introduced,5,4
Wet Tropic Coast,1986,1990,Native,3591,778
Wet Tropic Coast,1991,1995,Introduced,16,11
Wet Tropic Coast,1991,1995,Invasive,1,1
Wet Tropic Coast,1991,1995,Native,5226,746
Wet Tropic Coast,1996,2000,Introduced,20,12
Wet Tropic Coast,1996,2000,Invasive,2,2
Wet Tropic Coast,1996,2000,Native,12308,956
Wet Tropic Coast,2001,2005,Introduced,19,12
Wet Tropic Coast,2001,2005,Native,16521,1163
Wet Tropic Coast,2006,2010,Introduced,22,15
Wet Tropic Coast,2006,2010,Native,14545,786
Wet Tropic Coast,2011,2015,Introduced,4,2
Wet Tropic Coast,2011,2015,Invasive,1,1
Wet Tropic Coast,2011,2015,Native,44100,889
Wet Tropic Coast,2016,2020,Introduced,22,15
Wet Tropic Coast,2016,2020,Invasive,2,1
Wet Tropic Coast,2016,2020,Native,99105,1114
Zuytdorp,1900,1970,Native,6701,367
Zuytdorp,1971,1975,Native,395,198
Zuytdorp,1976,1980,Native,214,142
Zuytdorp,1981,1985,Native,328,197
Zuytdorp,1986,1990,Native,249,123
Zuytdorp,1991,1995,Native,168,99
Zuytdorp,1996,2000,Native,345,159
Zuytdorp,2001,2005,Invasive,2,1
Zuytdorp,2001,2005,Native,1232,402
Zuytdorp,2006,2010,Native,432,119
Zuytdorp,2011,2015,Native,244,60
Zuytdorp,2016,2020,Native,806,163
