ibraRegion,yearStart,yearEnd,griisStatus,recordCount,speciesCount
Sydney Basin,2006,2010,Invasive,5595,30
Sydney Basin,2006,2010,Native,850327,5860
Sydney Basin,2011,2015,Introduced,34100,526
Sydney Basin,2011,2015,Invasive,9069,33
Sydney Basin,2011,2015,Native,1710953,7776
Sydney Basin,2016,2020,Introduced,43067,599
Sydney Basin,2016,2020,Invasive,9143,34
Sydney Basin,2016,2020,Native,3069229,9151
Tanami,1900,1970,Introduced,19,9
Tanami,1900,1970,Invasive,12,3
Tanami,1900,1970,Native,6822,1130
Tanami,1971,1975,Introduced,4,2
Tanami,1971,1975,Invasive,7,1
Tanami,1971,1975,Native,2382,694
Tanami,1976,1980,Introduced,27,9
Tanami,1976,1980,Invasive,2,1
Tanami,1976,1980,Native,4501,914
Tanami,1981,1985,Introduced,4,3
Tanami,1981,1985,Invasive,348,3
Tanami,1981,1985,Native,13770,867
Tanami,1986,1990,Introduced,3,2
Tanami,1986,1990,Invasive,54,4
Tanami,1986,1990,Native,7124,781
Tanami,1991,1995,Introduced,6,3
Tanami,1991,1995,Invasive,80,3
Tanami,1991,1995,Native,6081,791
Tanami,1996,2000,Introduced,13,9
Tanami,1996,2000,Invasive,197,2
Tanami,1996,2000,Native,6425,833
Tanami,2001,2005,Introduced,41,12
Tanami,2001,2005,Invasive,385,4
Tanami,2001,2005,Native,24396,1184
Tanami,2006,2010,Introduced,5,4
Tanami,2006,2010,Invasive,72,4
Tanami,2006,2010,Native,4748,919
Tanami,2011,2015,Introduced,10,7
Tanami,2011,2015,Invasive,258,4
Tanami,2011,2015,Native,15309,769
Tanami,2016,2020,Introduced,3,2
Tanami,2016,2020,Invasive,42,3
Tanami,2016,2020,Native,17365,680
Tasmanian Central Highlands,1900,1970,Introduced,107,32
Tasmanian Central Highlands,1900,1970,Native,9014,1852
Tasmanian Central Highlands,1971,1975,Introduced,15,11
Tasmanian Central Highlands,1971,1975,Native,3936,1014
Tasmanian Central Highlands,1976,1980,Introduced,28,20
Tasmanian Central Highlands,1976,1980,Invasive,2,2
Tasmanian Central Highlands,1976,1980,Native,5185,994
Tasmanian Central Highlands,1981,1985,Introduced,104,33
Tasmanian Central Highlands,1981,1985,Native,6374,1227
Tasmanian Central Highlands,1986,1990,Introduced,59,24
Tasmanian Central Highlands,1986,1990,Native,6455,1495
Tasmanian Central Highlands,1991,1995,Introduced,25,14
Tasmanian Central Highlands,1991,1995,Native,3864,1245
Tasmanian Central Highlands,1996,2000,Introduced,14,9
Tasmanian Central Highlands,1996,2000,Native,4166,976
Tasmanian Central Highlands,2001,2005,Introduced,26,20
Tasmanian Central Highlands,2001,2005,Invasive,2,2
Tasmanian Central Highlands,2001,2005,Native,4391,951
Tasmanian Central Highlands,2006,2010,Introduced,24,17
Tasmanian Central Highlands,2006,2010,Native,4287,1025
Tasmanian Central Highlands,2011,2015,Introduced,41,23
Tasmanian Central Highlands,2011,2015,Native,6817,1476
Tasmanian Central Highlands,2016,2020,Introduced,35,17
Tasmanian Central Highlands,2016,2020,Invasive,2,1
Tasmanian Central Highlands,2016,2020,Native,11217,1151
Tasmanian Northern Midlands,1900,1970,Introduced,255,132
Tasmanian Northern Midlands,1900,1970,Invasive,4,2
Tasmanian Northern Midlands,1900,1970,Native,5630,1471
Tasmanian Northern Midlands,1971,1975,Introduced,33,20
Tasmanian Northern Midlands,1971,1975,Invasive,1,1
Tasmanian Northern Midlands,1971,1975,Native,1041,428
Tasmanian Northern Midlands,1976,1980,Introduced,39,30
Tasmanian Northern Midlands,1976,1980,Invasive,3,2
Tasmanian Northern Midlands,1976,1980,Native,3895,524
Tasmanian Northern Midlands,1981,1985,Introduced,139,66
Tasmanian Northern Midlands,1981,1985,Invasive,2,1
Tasmanian Northern Midlands,1981,1985,Native,2258,733
Tasmanian Northern Midlands,1986,1990,Introduced,58,33
Tasmanian Northern Midlands,1986,1990,Invasive,4,3
Tasmanian Northern Midlands,1986,1990,Native,1266,549
Tasmanian Northern Midlands,1991,1995,Introduced,53,35
Tasmanian Northern Midlands,1991,1995,Native,1917,620
Tasmanian Northern Midlands,1996,2000,Introduced,48,27
Tasmanian Northern Midlands,1996,2000,Native,9608,452
Tasmanian Northern Midlands,2001,2005,Introduced,157,101
Tasmanian Northern Midlands,2001,2005,Invasive,13,4
Tasmanian Northern Midlands,2001,2005,Native,12208,642
Tasmanian Northern Midlands,2006,2010,Introduced,133,96
Tasmanian Northern Midlands,2006,2010,Invasive,1,1
Tasmanian Northern Midlands,2006,2010,Native,18077,755
Tasmanian Northern Midlands,2011,2015,Introduced,95,54
Tasmanian Northern Midlands,2011,2015,Invasive,7,2
Tasmanian Northern Midlands,2011,2015,Native,18577,886
Tasmanian Northern Midlands,2016,2020,Introduced,155,92
Tasmanian Northern Midlands,2016,2020,Invasive,9,3
Tasmanian Northern Midlands,2016,2020,Native,32626,920
Tasmanian Northern Slopes,1900,1970,Introduced,184,86
Tasmanian Northern Slopes,1900,1970,Invasive,8,2
Tasmanian Northern Slopes,1900,1970,Native,5248,1693
Tasmanian Northern Slopes,1971,1975,Introduced,24,12
Tasmanian Northern Slopes,1971,1975,Invasive,4,3
Tasmanian Northern Slopes,1971,1975,Native,2371,722
Tasmanian Northern Slopes,1976,1980,Introduced,51,35
Tasmanian Northern Slopes,1976,1980,Invasive,62,2
Tasmanian Northern Slopes,1976,1980,Native,5019,752
Tasmanian Northern Slopes,1981,1985,Introduced,86,42
Tasmanian Northern Slopes,1981,1985,Invasive,10,2
Tasmanian Northern Slopes,1981,1985,Native,3386,932
Tasmanian Northern Slopes,1986,1990,Introduced,55,35
Tasmanian Northern Slopes,1986,1990,Invasive,2,1
Tasmanian Northern Slopes,1986,1990,Native,3880,1200
Tasmanian Northern Slopes,1991,1995,Introduced,75,43
Tasmanian Northern Slopes,1991,1995,Native,4023,1194
Tasmanian Northern Slopes,1996,2000,Introduced,75,38
Tasmanian Northern Slopes,1996,2000,Native,14289,1058
Tasmanian Northern Slopes,2001,2005,Introduced,117,84
Tasmanian Northern Slopes,2001,2005,Invasive,9,4
Tasmanian Northern Slopes,2001,2005,Native,21457,1184
Tasmanian Northern Slopes,2006,2010,Introduced,45,33
Tasmanian Northern Slopes,2006,2010,Invasive,3,2
Tasmanian Northern Slopes,2006,2010,Native,21566,1220
Tasmanian Northern Slopes,2011,2015,Introduced,38,25
Tasmanian Northern Slopes,2011,2015,Native,30169,818
Tasmanian Northern Slopes,2016,2020,Introduced,125,72
Tasmanian Northern Slopes,2016,2020,Invasive,4,2
Tasmanian Northern Slopes,2016,2020,Native,64733,1672
Tasmanian South East,1900,1970,Introduced,1612,273
Tasmanian South East,1900,1970,Invasive,30,5
Tasmanian South East,1900,1970,Native,36273,5112
Tasmanian South East,1971,1975,Introduced,171,92
Tasmanian South East,1971,1975,Invasive,5,4
Tasmanian South East,1971,1975,Native,7176,2186
Tasmanian South East,1976,1980,Introduced,316,150
Tasmanian South East,1976,1980,Invasive,7,5
Tasmanian South East,1976,1980,Native,21909,2665
Tasmanian South East,1981,1985,Introduced,381,165
Tasmanian South East,1981,1985,Invasive,4,2
Tasmanian South East,1981,1985,Native,11775,2657
Tasmanian South East,1986,1990,Introduced,241,131
Tasmanian South East,1986,1990,Invasive,3,3
Tasmanian South East,1986,1990,Native,9286,2339
Tasmanian South East,1991,1995,Introduced,182,87
Tasmanian South East,1991,1995,Invasive,5,2
Tasmanian South East,1991,1995,Native,14739,2288
Tasmanian South East,1996,2000,Introduced,304,201
Tasmanian South East,1996,2000,Invasive,20,9
Tasmanian South East,1996,2000,Native,28405,2432
Tasmanian South East,2001,2005,Introduced,396,184
Tasmanian South East,2001,2005,Invasive,30,9
Tasmanian South East,2001,2005,Native,49273,2685
Tasmanian South East,2006,2010,Introduced,351,168
Tasmanian South East,2006,2010,Invasive,14,7
Tasmanian South East,2006,2010,Native,56064,2842
Tasmanian South East,2011,2015,Introduced,355,185
Tasmanian South East,2011,2015,Invasive,5,5
Tasmanian South East,2011,2015,Native,115833,3723
Tasmanian South East,2016,2020,Introduced,833,243
Tasmanian South East,2016,2020,Invasive,118,9
Tasmanian South East,2016,2020,Native,272966,4122
Tasmanian Southern Ranges,1900,1970,Introduced,161,56
Tasmanian Southern Ranges,1900,1970,Native,13037,2459
Tasmanian Southern Ranges,1971,1975,Introduced,18,12
Tasmanian Southern Ranges,1971,1975,Native,3935,1226
Tasmanian Southern Ranges,1976,1980,Introduced,52,28
Tasmanian Southern Ranges,1976,1980,Invasive,1,1
Tasmanian Southern Ranges,1976,1980,Native,7429,1399
Tasmanian Southern Ranges,1981,1985,Introduced,75,30
Tasmanian Southern Ranges,1981,1985,Native,6123,1505
Tasmanian Southern Ranges,1986,1990,Introduced,62,21
Tasmanian Southern Ranges,1986,1990,Native,5397,1587
Tasmanian Southern Ranges,1991,1995,Introduced,14,8
Tasmanian Southern Ranges,1991,1995,Invasive,1,1
Tasmanian Southern Ranges,1991,1995,Native,7473,1436
Tasmanian Southern Ranges,1996,2000,Introduced,29,22
Tasmanian Southern Ranges,1996,2000,Native,15850,1846
Tasmanian Southern Ranges,2001,2005,Introduced,35,27
Tasmanian Southern Ranges,2001,2005,Invasive,7,3
Tasmanian Southern Ranges,2001,2005,Native,36786,1868
Tasmanian Southern Ranges,2006,2010,Introduced,67,48
Tasmanian Southern Ranges,2006,2010,Invasive,14,2
Tasmanian Southern Ranges,2006,2010,Native,19393,1961
Tasmanian Southern Ranges,2011,2015,Introduced,52,37
Tasmanian Southern Ranges,2011,2015,Native,19208,2333
Tasmanian Southern Ranges,2016,2020,Introduced,142,57
Tasmanian Southern Ranges,2016,2020,Invasive,12,3
Tasmanian Southern Ranges,2016,2020,Native,21216,2085
Tasmanian West,1900,1970,Introduced,95,48
Tasmanian West,1900,1970,Invasive,1,1
Tasmanian West,1900,1970,Native,6526,1696
Tasmanian West,1971,1975,Introduced,53,30
Tasmanian West,1971,1975,Native,3976,1042
Tasmanian West,1976,1980,Introduced,35,24
Tasmanian West,1976,1980,Invasive,6,3
Tasmanian West,1976,1980,Native,7746,1411
Tasmanian West,1981,1985,Introduced,104,41
Tasmanian West,1981,1985,Native,9174,1365
Tasmanian West,1986,1990,Introduced,46,18
Tasmanian West,1986,1990,Native,6958,1537
Tasmanian West,1991,1995,Introduced,22,14
Tasmanian West,1991,1995,Native,3526,1119
Tasmanian West,1996,2000,Introduced,30,9
Tasmanian West,1996,2000,Native,4986,1006
Tasmanian West,2001,2005,Introduced,129,53
Tasmanian West,2001,2005,Invasive,17,2
Tasmanian West,2001,2005,Native,5431,831
Tasmanian West,2006,2010,Introduced,15,12
Tasmanian West,2006,2010,Invasive,5,2
Tasmanian West,2006,2010,Native,5483,1040
Tasmanian West,2011,2015,Introduced,50,27
Tasmanian West,2011,2015,Invasive,1,1
Tasmanian West,2011,2015,Native,8776,1809
Tasmanian West,2016,2020,Introduced,68,38
Tasmanian West,2016,2020,Invasive,5,2
Tasmanian West,2016,2020,Native,16455,1491
Tiwi Cobourg,1900,1970,Introduced,79,11
Tiwi Cobourg,1900,1970,Invasive,1,1
Tiwi Cobourg,1900,1970,Native,4465,1380
Tiwi Cobourg,1971,1975,Native,793,342
Tiwi Cobourg,1976,1980,Introduced,3,1
Tiwi Cobourg,1976,1980,Native,2037,572
Tiwi Cobourg,1981,1985,Introduced,2,2
Tiwi Cobourg,1981,1985,Native,1206,561
Tiwi Cobourg,1986,1990,Introduced,18,15
Tiwi Cobourg,1986,1990,Invasive,2,1
Tiwi Cobourg,1986,1990,Native,7026,1138
Tiwi Cobourg,1991,1995,Introduced,169,34
Tiwi Cobourg,1991,1995,Invasive,5,2
Tiwi Cobourg,1991,1995,Native,5579,1192
Tiwi Cobourg,1996,2000,Introduced,106,32
Tiwi Cobourg,1996,2000,Invasive,9,3
Tiwi Cobourg,1996,2000,Native,16614,1378
Tiwi Cobourg,2001,2005,Introduced,312,45
Tiwi Cobourg,2001,2005,Invasive,38,4
Tiwi Cobourg,2001,2005,Native,22553,1307
Tiwi Cobourg,2006,2010,Introduced,58,22
Tiwi Cobourg,2006,2010,Invasive,33,3
Tiwi Cobourg,2006,2010,Native,9187,1011
Tiwi Cobourg,2011,2015,Introduced,136,38
Tiwi Cobourg,2011,2015,Invasive,367,5
Tiwi Cobourg,2011,2015,Native,25790,737
Tiwi Cobourg,2016,2020,Introduced,1,1
Tiwi Cobourg,2016,2020,Invasive,47,3
Tiwi Cobourg,2016,2020,Native,9195,366
Victoria Bonaparte,1900,1970,Introduced,158,27
Victoria Bonaparte,1900,1970,Invasive,52,3
Victoria Bonaparte,1900,1970,Native,8536,1684
Victoria Bonaparte,1971,1975,Introduced,35,17
Victoria Bonaparte,1971,1975,Invasive,3,2
Victoria Bonaparte,1971,1975,Native,3538,1150
Victoria Bonaparte,1976,1980,Introduced,90,24
Victoria Bonaparte,1976,1980,Invasive,4,1
Victoria Bonaparte,1976,1980,Native,14264,1571
Victoria Bonaparte,1981,1985,Introduced,38,21
Victoria Bonaparte,1981,1985,Invasive,2,1
Victoria Bonaparte,1981,1985,Native,5918,1171
Victoria Bonaparte,1986,1990,Introduced,40,21
Victoria Bonaparte,1986,1990,Invasive,8,3
Victoria Bonaparte,1986,1990,Native,10728,1628
Victoria Bonaparte,1991,1995,Introduced,96,32
Victoria Bonaparte,1991,1995,Invasive,13,3
Victoria Bonaparte,1991,1995,Native,13059,1932
Victoria Bonaparte,1996,2000,Introduced,247,66
Victoria Bonaparte,1996,2000,Invasive,68,5
Victoria Bonaparte,1996,2000,Native,56476,2224
Victoria Bonaparte,2001,2005,Introduced,547,70
Victoria Bonaparte,2001,2005,Invasive,514,6
Victoria Bonaparte,2001,2005,Native,33093,1797
Victoria Bonaparte,2006,2010,Introduced,443,52
Victoria Bonaparte,2006,2010,Invasive,1818,8
Victoria Bonaparte,2006,2010,Native,40547,2364
Victoria Bonaparte,2011,2015,Introduced,281,52
Victoria Bonaparte,2011,2015,Invasive,2580,7
Victoria Bonaparte,2011,2015,Native,39926,1683
Victoria Bonaparte,2016,2020,Introduced,125,23
Victoria Bonaparte,2016,2020,Invasive,269,6
Victoria Bonaparte,2016,2020,Native,66298,1778
Victorian Midlands,1900,1970,Introduced,1466,224
Victorian Midlands,1900,1970,Invasive,83,9
Victorian Midlands,1900,1970,Native,74492,5214
Victorian Midlands,1971,1975,Introduced,764,110
Victorian Midlands,1971,1975,Invasive,159,9
Victorian Midlands,1971,1975,Native,24421,2222
Victorian Midlands,1976,1980,Introduced,4162,209
Victorian Midlands,1976,1980,Invasive,266,14
Victorian Midlands,1976,1980,Native,159845,2802
Victorian Midlands,1981,1985,Introduced,4662,205
Victorian Midlands,1981,1985,Invasive,348,17
Victorian Midlands,1981,1985,Native,70096,2510
Victorian Midlands,1986,1990,Introduced,4667,229
Victorian Midlands,1986,1990,Invasive,330,15
Victorian Midlands,1986,1990,Native,98310,2563
Victorian Midlands,1991,1995,Introduced,6688,243
Victorian Midlands,1991,1995,Invasive,494,17
Victorian Midlands,1991,1995,Native,97243,2529
Victorian Midlands,1996,2000,Introduced,11115,279
Victorian Midlands,1996,2000,Invasive,1808,21
Victorian Midlands,1996,2000,Native,370701,2740
Victorian Midlands,2001,2005,Introduced,11194,264
Victorian Midlands,2001,2005,Invasive,2399,18
Victorian Midlands,2001,2005,Native,333205,2423
Victorian Midlands,2006,2010,Introduced,11351,250
Victorian Midlands,2006,2010,Invasive,2588,15
Victorian Midlands,2006,2010,Native,330173,2875
Victorian Midlands,2011,2015,Introduced,32123,309
Victorian Midlands,2011,2015,Invasive,2572,16
Victorian Midlands,2011,2015,Native,405033,4166
Victorian Midlands,2016,2020,Introduced,8683,252
Victorian Midlands,2016,2020,Invasive,569,16
Victorian Midlands,2016,2020,Native,604316,4404
Warren,1900,1970,Introduced,66,45
Warren,1900,1970,Invasive,1,1
Warren,1900,1970,Native,8754,2020
Warren,1971,1975,Introduced,32,19
Warren,1971,1975,Native,3895,1243
Warren,1976,1980,Introduced,99,56
Warren,1976,1980,Invasive,1,1
Warren,1976,1980,Native,5850,1186
Warren,1981,1985,Introduced,85,47
Warren,1981,1985,Invasive,2,2
Warren,1981,1985,Native,7240,1755
Warren,1986,1990,Introduced,347,96
Warren,1986,1990,Invasive,3,2
Warren,1986,1990,Native,14421,1830
Warren,1991,1995,Introduced,193,71
Warren,1991,1995,Invasive,4,3
Warren,1991,1995,Native,8265,1834
Warren,1996,2000,Introduced,129,69
Warren,1996,2000,Invasive,16,3
Warren,1996,2000,Native,35133,1874
Warren,2001,2005,Introduced,264,122
Warren,2001,2005,Invasive,11,4
Warren,2001,2005,Native,24063,1640
Warren,2006,2010,Introduced,43,32
Warren,2006,2010,Invasive,1,1
Warren,2006,2010,Native,15210,1486
Warren,2011,2015,Introduced,84,58
Warren,2011,2015,Native,18618,1166
Warren,2016,2020,Introduced,213,65
Warren,2016,2020,Invasive,1,1
Warren,2016,2020,Native,40549,1755
Wet Tropics,1900,1970,Introduced,854,223
Wet Tropics,1900,1970,Invasive,36,4
Wet Tropics,1900,1970,Native,69084,10084
Wet Tropics,1971,1975,Introduced,244,74
Wet Tropics,1971,1975,Invasive,16,5
Wet Tropics,1971,1975,Native,38304,4769
Wet Tropics,1976,1980,Introduced,165,61
Wet Tropics,1976,1980,Invasive,29,6
Wet Tropics,1976,1980,Native,43387,4870
Wet Tropics,1981,1985,Introduced,117,52
Wet Tropics,1981,1985,Invasive,11,5
Wet Tropics,1981,1985,Native,43793,5398
Wet Tropics,1986,1990,Introduced,269,55
Wet Tropics,1986,1990,Invasive,46,6
Wet Tropics,1986,1990,Native,40063,4811
Wet Tropics,1991,1995,Introduced,653,111
Wet Tropics,1991,1995,Invasive,39,5
Wet Tropics,1991,1995,Native,48594,4905
Wet Tropics,1996,2000,Introduced,564,126
Wet Tropics,1996,2000,Invasive,139,10
Wet Tropics,1996,2000,Native,121747,4550
Wet Tropics,2001,2005,Introduced,766,136
Wet Tropics,2001,2005,Invasive,919,10
Wet Tropics,2001,2005,Native,150049,4423
Wet Tropics,2006,2010,Introduced,798,180
Wet Tropics,2006,2010,Invasive,47,10
Wet Tropics,2006,2010,Native,140646,4152
Wet Tropics,2011,2015,Introduced,400,122
Wet Tropics,2011,2015,Invasive,171,10
Wet Tropics,2011,2015,Native,375835,4682
Wet Tropics,2016,2020,Introduced,605,128
Wet Tropics,2016,2020,Invasive,915,13
Wet Tropics,2016,2020,Native,718357,5720
Yalgoo,1900,1970,Introduced,7,6
Yalgoo,1900,1970,Native,4582,1377
Yalgoo,1971,1975,Introduced,14,11
Yalgoo,1971,1975,Native,2091,744
Yalgoo,1976,1980,Introduced,4,3
Yalgoo,1976,1980,Native,2238,756
Yalgoo,1981,1985,Introduced,3,3
Yalgoo,1981,1985,Native,1855,668
Yalgoo,1986,1990,Introduced,38,18
Yalgoo,1986,1990,Invasive,1,1
Yalgoo,1986,1990,Native,1881,741
Yalgoo,1991,1995,Introduced,24,16
Yalgoo,1991,1995,Native,2563,1024
Yalgoo,1996,2000,Introduced,178,40
Yalgoo,1996,2000,Native,10305,1235
Yalgoo,2001,2005,Introduced,60,20
Yalgoo,2001,2005,Native,12242,976
Yalgoo,2006,2010,Introduced,38,19
Yalgoo,2006,2010,Native,7461,1105
Yalgoo,2011,2015,Introduced,13,6
Yalgoo,2011,2015,Native,5960,665
Yalgoo,2016,2020,Introduced,2,2
Yalgoo,2016,2020,Native,4062,440
